node_idx,x,y,elevation,flow_accumulation,mean_depth,max_depth
1669,803251.56,349432.44,317.71463,1.0,0.22869961,0.6220703
1844,802426.56,349357.44,310.3504,2.0,0.22829053,0.7298889
2677,802101.56,348907.44,344.81668,1.0,0.22828504,0.8378296
1448,802901.56,349507.44,313.57507,1.0,0.2282687,0.76309204
2594,802301.56,349007.44,324.44174,1.0,0.22792718,0.7145996
502,802451.56,349907.44,301.18665,1.0,0.22789712,0.6298218
82,803126.56,350282.44,324.09286,1.0,0.22786675,0.71261597
1222,802226.56,349582.44,317.16675,1.0,0.2276773,0.7406616
702,802676.56,349807.44,304.08307,1.0,0.22754319,0.6537781
396,803101.56,349982.44,304.81915,1.0,0.22723593,0.79244995
1736,803201.56,349407.44,317.7074,1.0,0.22695108,0.80148315
452,803701.56,349957.44,328.931,1.0,0.22677949,0.5768738
762,803476.56,349782.44,312.78165,1.0,0.22667652,0.70355225
2839,802376.56,348732.44,333.57153,1.0,0.2266725,0.7746887
1490,801951.56,349482.44,341.62006,1.0,0.22659051,0.79556274
1427,802276.56,349507.44,315.62076,1.0,0.22645469,0.65478516
2574,802601.56,349032.44,326.5933,1.0,0.22644266,0.77075195
3523,803192.1,350043.25,310.09897,1.0,0.22611968,0.7068176
1589,803001.56,349457.44,312.04468,1.0,0.22577755,0.7558594
3671,802397.7,349268.47,315.3777,1.0,0.22545893,0.62332153
1748,803501.56,349407.44,328.94827,1.0,0.2254324,0.74142456
3686,802148.1,349430.6,325.64655,1.0,0.224535,0.6482544
3121,802653.06,349283.53,323.48727,1.0,0.22445565,0.4666748
3524,803172.25,350044.4,308.47128,2.0,0.22441433,0.74176025
766,803576.56,349782.44,318.71387,1.0,0.22436567,0.870697
2549,802701.56,349057.44,331.09576,1.0,0.22415924,0.78552246
3692,802048.5,349495.88,332.40613,1.0,0.2236107,0.63442993
3683,802197.94,349397.97,322.04535,1.0,0.22358961,0.583374
3122,802639.44,349269.03,322.9821,3.0,0.22355528,0.63723755
2491,802326.56,349082.44,324.87344,1.0,0.22341897,0.7487793
2727,802201.56,348857.44,333.16992,2.0,0.22329444,0.6633301
3014,802946.25,349837.16,307.78946,1.0,0.22322163,0.7584839
2092,802051.56,349257.44,351.48297,4.0,0.22320265,0.7113037
1858,802901.56,349357.44,318.78314,1.0,0.2228938,0.511322
1110,802926.56,349632.44,309.0184,1.0,0.2228893,0.7330322
588,803551.56,349882.44,319.0401,3.0,0.22260901,0.77349854
2993,803421.0,349776.56,313.48264,1.0,0.22252077,0.6539917
225,802876.56,350157.44,306.1578,1.0,0.22242689,0.7199402
307,803151.56,350107.44,310.2045,1.0,0.22242472,0.7567749
954,802276.56,349682.44,317.2018,1.0,0.22232176,0.59976196
3690,802081.75,349474.12,330.36203,1.0,0.22212905,0.6062012
293,802801.56,350107.44,302.18808,2.0,0.22186571,0.6970825
2703,802201.56,348882.44,334.62332,1.0,0.22184855,0.70022583
40,803251.56,350332.44,324.24002,1.0,0.22179216,0.9270935
415,802426.56,349957.44,305.3119,1.0,0.22136667,0.80636597
98,802876.56,350257.44,311.59418,1.0,0.22075891,0.7304077
631,803426.56,349857.44,306.971,1.0,0.22066632,0.6845703
152,802726.56,350207.44,297.54858,1.0,0.22062479,0.743042
2971,803372.06,349750.53,317.60202,1.0,0.22056891,0.86605835
3691,802065.1,349485.0,331.43234,2.0,0.22052957,0.5940552
1675,803401.56,349432.44,323.45676,2.0,0.22045764,0.5889282
972,802901.56,349682.44,317.63376,1.0,0.22045058,0.73376465
2543,802551.56,349057.44,319.47134,1.0,0.22019862,0.7598572
2618,802426.56,348982.44,319.1181,1.0,0.22016941,0.5755615
3008,803077.9,349798.7,303.68045,1.0,0.22001946,0.744751
1670,803276.56,349432.44,318.8622,1.0,0.21987715,0.76760864
630,803401.56,349857.44,305.98636,4.0,0.21980098,0.5392761
1372,802626.56,349532.44,320.0358,1.0,0.2194738,0.41464233
1059,803351.56,349657.44,324.0121,1.0,0.21934068,0.6459961
538,803501.56,349907.44,316.49167,1.0,0.2192938,0.7701721
1960,801876.56,349307.44,349.2806,3.0,0.21928908,0.729126
2734,802376.56,348857.44,323.06494,1.0,0.21916829,0.78582764
2255,801826.56,349182.44,357.33038,1.0,0.21903639,0.6324463
1674,803376.56,349432.44,322.57764,1.0,0.2190243,0.66900635
1166,802526.56,349607.44,305.39703,1.0,0.21888688,0.63113403
2821,802401.56,348757.44,335.91302,1.0,0.2187257,0.75564575
1608,803476.56,349457.44,325.8772,1.0,0.21871926,0.512146
890,802276.56,349707.44,317.73132,1.0,0.21845782,0.5699158
1357,802251.56,349532.44,316.76382,1.0,0.218127,0.66259766
656,802751.56,349832.44,307.2333,1.0,0.2178779,0.9046936
116,803326.56,350257.44,324.52686,1.0,0.2178728,0.74450684
2987,802985.0,349797.56,311.6492,1.0,0.21767132,0.74780273
1171,802651.56,349607.44,317.30087,1.0,0.21755138,0.6304016
1957,801801.56,349307.44,349.89017,1.0,0.2172273,0.74334717
2267,802251.56,349182.44,327.91245,1.0,0.217168,0.6871033
926,803376.56,349707.44,326.25894,4.0,0.21715677,0.7463379
2569,802476.56,349032.44,314.4341,1.0,0.2171314,2.035675
1221,802201.56,349582.44,319.04514,1.0,0.21704796,0.75268555
2096,802151.56,349257.44,338.58344,1.0,0.21704297,0.5514221
3693,802031.94,349506.75,333.36893,1.0,0.21694767,0.591095
2988,802961.56,349805.5,311.6492,1.0,0.21686842,0.73565674
1167,802551.56,349607.44,308.96524,1.0,0.2168469,0.7228699
1156,802201.56,349607.44,319.0419,1.0,0.21683337,0.70962524
1312,802926.56,349557.44,310.782,1.0,0.21682748,0.6405029
811,803501.56,349757.44,315.53287,1.0,0.21642862,0.81741333
218,802701.56,350157.44,296.1659,1.0,0.2161014,0.6994324
3682,802214.56,349387.1,321.3224,1.0,0.2159757,0.59677124
2151,802076.56,349232.44,350.75623,4.0,0.21594112,0.6958618
663,803076.56,349832.44,299.34976,1.0,0.21590875,0.6680603
153,802751.56,350207.44,302.31946,2.0,0.21569937,0.81500244
950,802176.56,349682.44,331.07495,1.0,0.21567327,0.49111938
1095,802351.56,349632.44,305.03406,1.0,0.21540187,0.7349243
682,803551.56,349832.44,312.11865,1.0,0.21531394,0.67507935
2323,802226.56,349157.44,332.38745,1.0,0.21527554,0.69628906
3618,802037.56,349479.16,332.4076,2.0,0.21526983,0.63256836
63,803276.56,350307.44,324.24258,1.0,0.21525653,0.7528076
1952,801676.56,349307.44,357.76108,1.0,0.2151636,0.37832642
3434,803098.3,350066.12,303.58368,1.0,0.21510878,0.66348267
308,803176.56,350107.44,311.4113,1.0,0.21500987,0.68240356
2442,802576.56,349107.44,321.2525,4.0,0.21499781,0.70666504
3378,803112.0,350026.1,304.50067,1.0,0.2148962,0.7819519
440,803226.56,349957.44,308.1154,1.0,0.21476582,0.73376465
767,803601.56,349782.44,320.56,1.0,0.21460542,0.74420166
3017,802869.56,349847.2,307.71063,1.0,0.21405931,0.7873535
2319,802126.56,349157.44,348.03513,1.0,0.2138817,0.72442627
1227,802351.56,349582.44,306.698,1.0,0.21384607,0.8010254
2683,802326.56,348907.44,321.13846,2.0,0.2137633,0.572876
310,803226.56,350107.44,315.1602,1.0,0.21350822,0.72247314
2207,802101.56,349207.44,349.88834,2.0,0.21347466,0.75857544
2801,802401.56,348782.44,332.70178,1.0,0.21344197,0.74694824
1938,803251.56,349332.44,324.26492,4.0,0.21316792,0.6581421
272,803176.56,350132.44,312.70203,2.0,0.213082,0.563324
797,802801.56,349757.44,316.56525,1.0,0.21303447,0.69174194
792,802676.56,349757.44,307.82016,1.0,0.21299462,0.5623779
3572,802191.4,349456.06,324.03146,1.0,0.21298458,0.66278076
3570,802158.2,349477.8,326.5855,1.0,0.21269698,0.7276306
851,802926.56,349732.44,315.63858,1.0,0.21226917,0.7055359
3099,802699.3,349684.34,309.6953,1.0,0.21216826,0.60531616
2706,802276.56,348882.44,323.28958,1.0,0.21210462,0.58602905
783,802301.56,349757.44,316.9705,1.0,0.21171345,0.7295532
2496,802576.56,349082.44,321.67496,2.0,0.2116852,0.6040039
2019,801751.56,349282.44,357.4408,1.0,0.21168487,0.5328064
2728,802226.56,348857.44,329.969,1.0,0.21154588,0.6060791
1491,801976.56,349482.44,338.62384,1.0,0.2115164,0.7557678
2433,802251.56,349107.44,328.6895,1.0,0.21143872,0.7018738
2957,802495.25,349666.34,300.6261,1.0,0.2113439,1.6564331
741,802376.56,349782.44,307.68015,1.0,0.2112482,0.7322693
765,803551.56,349782.44,316.29913,1.0,0.21118851,0.67303467
3687,802131.56,349441.47,326.83722,1.0,0.21110463,0.58895874
2577,802676.56,349032.44,332.9856,1.0,0.21107486,0.7242737
165,803051.56,350207.44,317.66113,6.0,0.2108778,0.72036743
2311,801826.56,349157.44,356.3533,4.0,0.21074194,0.7108154
3679,802264.4,349354.44,318.95056,2.0,0.21062076,0.57199097
2262,802126.56,349182.44,348.71158,2.0,0.21059623,0.72817993
448,803426.56,349957.44,321.1411,1.0,0.21059333,0.74954224
3569,802141.56,349488.7,327.7545,2.0,0.21047737,0.7005615
200,803101.56,350182.44,316.31546,3.0,0.21042494,0.7029724
1894,801851.56,349332.44,347.42105,2.0,0.21037975,0.71765137
869,803526.56,349732.44,319.07394,1.0,0.21028371,0.6667175
2381,802301.56,349132.44,324.43204,1.0,0.21024264,0.6836548
3571,802174.8,349466.94,325.41492,1.0,0.21018225,0.769104
1879,803426.56,349357.44,327.60037,1.0,0.21000217,0.72613525
908,802926.56,349707.44,313.55182,1.0,0.2097915,0.70843506
1672,803326.56,349432.44,321.48044,4.0,0.20971136,0.57092285
1895,801876.56,349332.44,346.09576,1.0,0.20955224,0.6838379
186,802751.56,350182.44,300.41776,1.0,0.20926173,0.6496887
3373,803210.8,350022.12,311.6776,2.0,0.2091814,0.8607483
777,802151.56,349757.44,330.48807,1.0,0.20911044,0.7767334
1161,802326.56,349607.44,308.93054,1.0,0.20868237,0.8482666
2382,802326.56,349132.44,321.9748,2.0,0.20867532,0.8019409
3522,803212.0,350042.1,311.65216,1.0,0.20852838,0.66226196
2998,803322.1,349774.5,311.06073,1.0,0.2084297,0.7097473
2268,802276.56,349182.44,325.33725,1.0,0.20827435,0.6717529
3372,803230.7,350020.97,312.75482,2.0,0.20814416,0.6774597
3040,802275.1,348962.06,321.51465,1.0,0.20801906,0.45129395
1969,802101.56,349307.44,348.63516,1.0,0.2080122,0.7135925
889,802251.56,349707.44,322.06723,1.0,0.20784637,0.695282
3609,802187.0,349381.22,322.04535,1.0,0.20768182,0.48770142
2102,802301.56,349257.44,319.7758,1.0,0.20757884,0.6217041
628,803351.56,349857.44,305.16425,1.0,0.20750508,0.5215454
2840,802401.56,348732.44,337.77374,1.0,0.20749201,0.7056885
2548,802676.56,349057.44,328.5759,1.0,0.20742875,0.7060852
3525,803152.3,350045.5,307.0211,2.0,0.20734067,0.6872864
2541,802501.56,349057.44,314.1409,1.0,0.20728038,2.3322754
1961,801901.56,349307.44,349.29156,1.0,0.20712183,0.6927185
2264,802176.56,349182.44,339.8822,1.0,0.2070676,0.73275757
635,803526.56,349857.44,310.4608,1.0,0.20699225,0.6862793
2163,802376.56,349232.44,316.5417,1.0,0.20669883,0.61257935
2266,802226.56,349182.44,331.4338,1.0,0.2066659,0.7017822
1353,802151.56,349532.44,328.10477,1.0,0.20665075,0.6802368
127,802876.56,350232.44,309.8837,1.0,0.2065488,0.65496826
2635,802126.56,348957.44,334.18747,1.0,0.2064198,0.53778076
296,802876.56,350107.44,303.33316,1.0,0.20638384,0.84490967
1777,802426.56,349382.44,309.8094,1.0,0.20626773,0.8331604
2441,802551.56,349107.44,316.20444,1.0,0.20625876,0.7770386
540,803551.56,349907.44,321.7395,1.0,0.20623356,0.9307556
903,802801.56,349707.44,319.52756,1.0,0.20622393,0.6104431
403,803276.56,349982.44,314.53632,1.0,0.20607086,0.6307068
609,802826.56,349857.44,301.53534,1.0,0.20603168,0.66241455
411,803676.56,349982.44,328.95078,3.0,0.20588498,0.55374146
2684,802351.56,348907.44,320.7829,1.0,0.20570004,0.62945557
222,802801.56,350157.44,304.3358,1.0,0.2056891,0.63974
2639,802226.56,348957.44,326.96994,1.0,0.20551792,0.7484436
3680,802247.75,349365.3,319.69025,4.0,0.20539269,0.5835571
3621,801987.75,349511.78,334.745,1.0,0.20521909,0.59121704
1537,803426.56,349482.44,322.66592,1.0,0.2051844,0.5506592
65,803326.56,350307.44,326.80084,1.0,0.20512775,0.7095032
2000,803201.56,349307.44,324.2454,1.0,0.205091,0.73657227
1002,803651.56,349682.44,326.609,1.0,0.20496367,0.7413025
1922,802851.56,349332.44,322.01688,1.0,0.20484695,0.5982361
1807,803301.56,349382.44,323.77713,1.0,0.2047105,0.6930847
1358,802276.56,349532.44,314.29416,1.0,0.20464182,0.4868164
1590,803026.56,349457.44,315.16235,1.0,0.20463838,0.73724365
1381,802951.56,349532.44,309.5494,1.0,0.20452605,0.64038086
3646,802147.25,349461.1,326.5855,1.0,0.20447488,0.7140503
1709,802426.56,349407.44,308.5216,1.0,0.20443116,0.8668213
2651,801976.56,348932.44,353.1884,1.0,0.20441444,0.6963806
739,802326.56,349782.44,315.44165,1.0,0.20426951,0.689209
1522,803051.56,349482.44,315.29013,1.0,0.20420304,0.7306824
191,802876.56,350182.44,307.0484,1.0,0.20389284,0.639801
481,803201.56,349932.44,305.36783,1.0,0.203755,0.6545105
3681,802231.1,349376.2,320.46622,1.0,0.20366909,0.57858276
2593,802276.56,349007.44,324.48175,1.0,0.20347726,0.7038574
2992,802869.56,349822.2,314.4223,1.0,0.20337585,0.7324219
3575,802241.2,349423.4,320.38718,2.0,0.20318197,0.59902954
315,803351.56,350107.44,323.61642,2.0,0.20302229,0.7290344
813,803551.56,349757.44,317.9473,1.0,0.20294988,0.70803833
478,803126.56,349932.44,303.92075,1.0,0.20274967,0.49798584
1454,803051.56,349507.44,310.46545,1.0,0.20245649,0.6688843
2277,802626.56,349182.44,323.83392,1.0,0.20235868,0.61764526
2973,803322.6,349749.53,314.60956,1.0,0.20209749,0.7286682
2115,802926.56,349257.44,323.39816,1.0,0.20203605,0.6639099
433,803051.56,349957.44,301.41797,1.0,0.20194301,0.5961609
1861,802976.56,349357.44,318.55524,1.0,0.20189163,0.5301819
3617,802054.2,349468.25,331.57074,1.0,0.20161663,0.62353516
1297,802451.56,349557.44,303.0175,1.0,0.20145364,0.7069092
714,803326.56,349807.44,307.01062,1.0,0.2014433,0.69714355
2937,802467.6,349665.72,300.63232,1.0,0.20141317,1.6499634
693,802351.56,349807.44,313.42007,1.0,0.20139918,0.67370605
1871,803226.56,349357.44,321.77045,1.0,0.20137998,0.6312561
489,803401.56,349932.44,313.47507,1.0,0.20125407,0.5343933
484,803276.56,349932.44,306.85767,1.0,0.20119326,0.65756226
256,802776.56,350132.44,301.18915,1.0,0.20112959,0.63290405
3584,802390.9,349326.12,312.4719,1.0,0.20086251,0.89001465
499,802376.56,349907.44,309.6072,1.0,0.20083709,0.52630615
681,803526.56,349832.44,310.4703,1.0,0.20076722,0.6954956
1295,802401.56,349557.44,303.77713,1.0,0.20033795,0.53652954
539,803526.56,349907.44,318.20328,1.0,0.2003265,0.8076782
852,802951.56,349732.44,309.86084,1.0,0.19976294,0.653656
1550,801751.56,349457.44,340.07642,1.0,0.19971535,0.6354065
884,802126.56,349707.44,334.3637,1.0,0.19967735,0.66882324
3647,802163.8,349450.22,325.39737,1.0,0.1996668,0.6926575
2158,802251.56,349232.44,326.10748,2.0,0.19947752,0.6272888
2708,802326.56,348882.44,321.5006,1.0,0.19933173,0.47372437
3286,803118.25,350086.06,305.24637,1.0,0.19896962,0.4593811
3678,802280.94,349343.56,318.30057,2.0,0.19873883,0.5544739
786,802376.56,349757.44,306.03546,2.0,0.1985887,0.6555176
2536,802251.56,349057.44,331.2217,1.0,0.1984945,0.66748047
1728,803001.56,349407.44,317.08194,1.0,0.19831443,0.7319946
571,803126.56,349882.44,300.64767,1.0,0.19819205,0.8676758
1676,803426.56,349432.44,324.29138,6.0,0.19806269,0.5980835
3012,802993.0,349821.25,304.72052,1.0,0.19801632,0.67611694
1096,802376.56,349632.44,303.54187,1.0,0.19784757,0.57055664
1747,803476.56,349407.44,326.9133,1.0,0.1978295,0.5543213
2214,802276.56,349207.44,323.08188,3.0,0.19781418,0.6340332
1310,802876.56,349557.44,317.9866,1.0,0.1976623,0.69680786
728,803676.56,349807.44,328.41553,1.0,0.19764733,0.5473938
302,803026.56,350107.44,307.51035,1.0,0.1976324,0.69329834
907,802901.56,349707.44,318.57983,1.0,0.19718933,0.65335083
493,803501.56,349932.44,319.10825,1.0,0.19716465,0.5899658
121,803451.56,350257.44,330.18973,1.0,0.19704698,0.66619873
1364,802426.56,349532.44,305.19266,1.0,0.19672732,0.82943726
814,803576.56,349757.44,319.71194,1.0,0.19658494,0.675354
335,802926.56,350082.44,302.5162,2.0,0.19649512,0.6540222
3574,802224.6,349434.3,322.15738,1.0,0.19643442,0.75619507
2322,802201.56,349157.44,336.4147,1.0,0.19622593,0.6040039
2002,803251.56,349307.44,325.7929,1.0,0.19618253,0.59368896
1975,802251.56,349307.44,322.3639,1.0,0.19617495,0.7573242
2608,802026.56,348982.44,353.7706,1.0,0.19616792,0.5435791
467,802851.56,349932.44,298.71875,9.0,0.19603558,0.7411194
3239,802518.75,349163.2,314.60385,2.0,0.19597499,1.8751526
397,803126.56,349982.44,306.30777,1.0,0.19594546,0.7196655
654,802701.56,349832.44,302.3734,1.0,0.19588289,0.61712646
2682,802226.56,348907.44,329.58868,1.0,0.19583942,0.6184387
447,803401.56,349957.44,318.39404,1.0,0.19582728,0.79016113
2800,802376.56,348782.44,329.31128,1.0,0.19580945,0.76168823
457,802451.56,349932.44,302.13782,1.0,0.19579731,0.51815796
768,803626.56,349782.44,321.91537,4.0,0.19579434,0.6599426
1784,802601.56,349382.44,320.11633,1.0,0.1957016,0.6683655
3521,803231.8,350040.94,313.2483,1.0,0.19566089,0.6018982
2497,802601.56,349082.44,323.19638,1.0,0.1956027,0.64907837
1378,802876.56,349532.44,317.99332,8.0,0.19552113,0.70669556
1637,802376.56,349432.44,309.74005,1.0,0.19546837,0.5902405
3608,802203.56,349370.34,321.4949,1.0,0.19545619,0.5063782
1326,803276.56,349557.44,308.53006,1.0,0.19544579,0.65463257
1380,802926.56,349532.44,310.83612,1.0,0.19540423,0.6812744
2053,802926.56,349282.44,322.53326,2.0,0.19539541,0.71884155
1092,802276.56,349632.44,316.6428,3.0,0.1953926,0.8225403
57,803126.56,350307.44,324.12537,1.0,0.19539252,0.66955566
2270,802326.56,349182.44,322.33224,1.0,0.1953591,0.5350952
2733,802351.56,348857.44,324.68835,1.0,0.19520599,0.7071228
49,802926.56,350307.44,320.21594,3.0,0.19512148,0.6561279
1041,802901.56,349657.44,316.18326,1.0,0.19511124,0.64920044
545,802351.56,349882.44,313.75757,1.0,0.19504485,0.7028198
384,802576.56,349982.44,294.79868,1.0,0.19501358,1.0397644
3645,802130.6,349471.97,327.77756,2.0,0.19483235,0.732605
3124,802612.2,349240.0,320.86313,1.0,0.19479927,0.7208557
1244,802951.56,349582.44,308.11935,1.0,0.19477952,0.9699707
420,802551.56,349957.44,298.1524,1.0,0.19476667,1.189148
3696,801982.1,349539.38,335.23056,1.0,0.19463454,0.49938965
441,803251.56,349957.44,309.81168,1.0,0.1944842,0.74786377
1424,802201.56,349507.44,325.06747,1.0,0.1944755,0.57702637
3527,803112.06,350046.1,304.47876,2.0,0.19435251,0.6598816
202,803151.56,350182.44,313.2466,1.0,0.19429512,0.5161438
997,803526.56,349682.44,325.19965,1.0,0.19427781,0.66552734
3644,802114.0,349482.84,328.87292,1.0,0.19425234,0.7151489
974,802951.56,349682.44,307.90945,1.0,0.19409832,1.1798401
3201,802597.6,349745.78,303.43924,1.0,0.19405326,0.57333374
2762,802501.56,348832.44,333.8209,1.0,0.19400853,0.6681824
312,803276.56,350107.44,317.4471,1.0,0.1939671,0.46627808
157,802851.56,350207.44,308.02527,1.0,0.19390504,0.6229553
3576,802257.8,349412.53,320.366,2.0,0.19387409,0.6960144
3581,802340.8,349358.16,315.40073,1.0,0.19385806,0.63797
2902,802301.56,348632.44,344.25177,1.0,0.19374388,0.6040344
236,803151.56,350157.44,312.8293,1.0,0.19370517,0.7571106
1755,801676.56,349382.44,355.7584,1.0,0.19365723,0.4758606
1710,802451.56,349407.44,308.39377,1.0,0.1935226,0.6913147
3695,801998.7,349528.5,334.72366,1.0,0.19347158,0.54455566
2888,802326.56,348657.44,343.51566,1.0,0.19309127,0.5705261
3367,803329.94,350015.16,318.99097,1.0,0.1930551,0.61932373
611,802876.56,349857.44,304.09714,1.0,0.19305271,0.6470032
221,802776.56,350157.44,302.12732,2.0,0.19304816,0.6126709
525,803176.56,349907.44,302.72083,1.0,0.19303346,0.65234375
828,802176.56,349732.44,329.3089,1.0,0.19301726,0.73583984
266,803026.56,350132.44,312.99207,1.0,0.19289553,0.55810547
3279,802977.6,350075.0,301.56055,2.0,0.192728,0.64749146
3694,802015.3,349517.62,334.01404,1.0,0.19268858,0.52630615
3594,802437.25,349219.66,315.17706,1.0,0.19261332,0.6403198
2430,802176.56,349107.44,341.4224,2.0,0.19252908,0.65356445
2740,802526.56,348857.44,333.88998,1.0,0.1923981,0.66641235
596,802376.56,349857.44,311.67746,1.0,0.1923138,0.70977783
114,803276.56,350257.44,319.8682,2.0,0.19230124,0.6277466
1673,803351.56,349432.44,321.98352,1.0,0.1922583,0.6144104
3650,802213.6,349417.56,322.15738,1.0,0.19201997,0.6885071
395,803076.56,349982.44,303.25122,1.0,0.19198002,0.625
3675,802330.75,349311.03,316.7916,2.0,0.19188426,0.51586914
205,803226.56,350182.44,315.3529,1.0,0.19166134,0.50994873
1712,802501.56,349407.44,309.6744,1.0,0.1915888,0.68826294
2715,802501.56,348882.44,326.0754,1.0,0.1914761,0.64990234
3672,802380.94,349279.1,315.54706,1.0,0.19100365,0.6608887
1705,802326.56,349407.44,317.06335,1.0,0.19088376,0.5539551
1493,802226.56,349482.44,324.41174,5.0,0.1908654,0.59072876
3294,803277.75,350078.3,317.03006,1.0,0.19084287,0.54629517
41,803276.56,350332.44,326.53818,4.0,0.19079886,0.7088928
689,802251.56,349807.44,322.06363,3.0,0.19064772,0.4562683
1880,803451.56,349357.44,328.79214,5.0,0.19064613,0.70492554
1654,802876.56,349432.44,318.36386,1.0,0.1905944,0.63830566
953,802251.56,349682.44,321.29507,1.0,0.19045891,0.51660156
1706,802351.56,349407.44,311.44287,1.0,0.19038886,0.59658813
3136,802458.75,349057.9,314.49017,1.0,0.19029875,1.9793091
486,803326.56,349932.44,312.16293,1.0,0.19016828,0.70803833
352,803576.56,350057.44,325.44785,1.0,0.19012612,0.59072876
760,802951.56,349782.44,313.69943,1.0,0.19000323,0.61486816
1964,801976.56,349307.44,351.7212,1.0,0.18984535,0.6351013
3520,803251.7,350039.78,314.76193,3.0,0.18981771,0.6084595
2495,802551.56,349082.44,316.598,1.0,0.18979761,0.48190308
1313,802951.56,349557.44,308.8578,1.0,0.1896092,0.5474243
1782,802551.56,349382.44,314.96698,1.0,0.18916722,0.58987427
2023,801851.56,349282.44,353.282,1.0,0.18900983,0.6682129
3698,801948.9,349561.16,336.57816,1.0,0.18886407,0.5465698
2213,802251.56,349207.44,327.1019,2.0,0.1887081,0.64730835
2562,802176.56,349032.44,334.17715,1.0,0.18868633,0.59265137
2487,802226.56,349082.44,332.55795,1.0,0.18847892,0.58288574
3624,801937.94,349544.4,336.58353,1.0,0.18844028,0.5628662
1628,801951.56,349432.44,347.67468,1.0,0.18840913,0.52319336
1891,801776.56,349332.44,346.91757,1.0,0.18830091,0.4381714
3583,802374.06,349336.75,313.32404,1.0,0.18812469,0.6673584
3437,803157.44,350065.3,307.59723,1.0,0.18812098,0.6016846
3585,802407.6,349315.47,313.01672,1.0,0.18811746,0.7298279
2990,802915.8,349819.78,314.49393,1.0,0.18810026,0.5874634
831,802251.56,349732.44,322.61005,1.0,0.18795735,0.57315063
523,803126.56,349907.44,303.21866,1.0,0.18793558,0.63168335
1033,802601.56,349657.44,314.92407,1.0,0.1878036,0.7023926
923,803301.56,349707.44,312.16147,3.0,0.18779416,0.6491089
357,802676.56,350032.44,297.9344,1.0,0.18774405,0.6736145
958,802376.56,349682.44,304.50818,2.0,0.18770687,0.5407715
2783,802476.56,348807.44,332.74408,5.0,0.18765154,0.6412964
257,802801.56,350132.44,303.17844,3.0,0.18756989,0.5977173
2429,802151.56,349107.44,343.44208,1.0,0.18755576,0.6404419
1896,801901.56,349332.44,346.12018,1.0,0.18751924,0.65737915
1257,803276.56,349582.44,308.53464,1.0,0.18747513,0.6105652
444,803326.56,349957.44,315.09985,1.0,0.1874201,0.5975952
3649,802197.0,349428.44,323.13342,1.0,0.18734099,0.69155884
613,802976.56,349857.44,300.07404,1.0,0.18730776,0.6361084
1168,802576.56,349607.44,314.58936,5.0,0.18726523,0.64682007
303,803051.56,350107.44,306.99707,1.0,0.18705407,0.6238098
1731,803076.56,349407.44,318.41,1.0,0.18683131,0.67160034
1795,803001.56,349382.44,318.6319,1.0,0.18674551,0.7054138
1721,802826.56,349407.44,320.39877,2.0,0.18670447,0.6192932
1774,802351.56,349382.44,311.85657,1.0,0.18663003,0.4621277
3643,802097.44,349493.72,330.04324,1.0,0.1865218,0.709198
3648,802180.44,349439.34,324.07294,1.0,0.18651824,0.68984985
311,803251.56,350107.44,316.7873,1.0,0.18641087,0.5592041
2444,802626.56,349107.44,324.58762,3.0,0.18639988,0.5276184
2793,802201.56,348782.44,344.02502,1.0,0.18631521,0.5252991
1780,802501.56,349382.44,310.55005,1.0,0.18594112,0.58078
2688,802451.56,348907.44,320.92938,1.0,0.18585481,0.56521606
72,802876.56,350282.44,313.90756,1.0,0.18577369,0.62991333
87,803251.56,350282.44,319.3137,1.0,0.18565573,0.62072754
902,802776.56,349707.44,314.3703,1.0,0.18558706,0.6214905
2643,802476.56,348957.44,320.8744,1.0,0.18557021,0.6820984
1644,802551.56,349432.44,314.6317,1.0,0.18557006,0.62994385
2997,803346.8,349775.03,312.02814,1.0,0.18544467,0.61834717
2626,802626.56,348982.44,333.87045,4.0,0.18537463,0.6522522
526,803201.56,349907.44,304.6749,4.0,0.18524268,0.67211914
1956,801776.56,349307.44,350.2818,1.0,0.18500756,0.4680786
3085,802649.3,349658.94,310.57114,1.0,0.18496765,0.655365
2969,803446.2,349752.1,318.6568,1.0,0.18496677,0.48971558
1087,802151.56,349632.44,328.39258,2.0,0.1849256,0.57284546
189,802826.56,350182.44,307.25027,1.0,0.1847093,0.5400696
223,802826.56,350157.44,306.10577,1.0,0.18469891,0.5656433
2568,802326.56,349032.44,322.73743,1.0,0.18469498,0.6324158
1992,803001.56,349307.44,322.79944,1.0,0.1846605,0.7645569
1803,803201.56,349382.44,320.1958,1.0,0.18463875,0.6157837
498,802351.56,349907.44,312.03775,1.0,0.18428688,0.69659424
1231,802526.56,349582.44,305.98813,2.0,0.18427837,0.59942627
2435,802301.56,349107.44,324.766,3.0,0.18380079,0.5046387
365,802426.56,350007.44,307.03412,1.0,0.18378773,0.6215515
404,803301.56,349982.44,315.1027,1.0,0.18370144,0.5609131
1160,802301.56,349607.44,312.97037,1.0,0.18368866,0.8364868
646,802376.56,349832.44,309.92172,1.0,0.1835953,0.70721436
1959,801851.56,349307.44,350.14972,1.0,0.18352105,0.633728
300,802976.56,350107.44,309.4652,1.0,0.18342395,0.65393066
154,802776.56,350207.44,307.21964,1.0,0.18332115,0.56170654
1708,802401.56,349407.44,309.22183,2.0,0.18314901,0.600708
933,803551.56,349707.44,321.4392,1.0,0.18310885,0.5708008
